name,category,date,value
30,30,2076-01-01,1
30,30,2076-01-01,2
30,30,2076-01-01,3
30,30,2076-01-01,4
30,30,2076-01-01,5
30,30,2076-01-01,6
30,30,2076-01-01,7
30,30,2076-01-01,8
30,30,2076-01-01,9
30,30,2076-01-01,10
30,30,2076-01-01,11
30,30,2076-01-01,12
30,30,2076-01-01,13
30,30,2076-01-01,14
30,30,2076-01-01,15
30,30,2076-01-01,16
30,30,2076-01-01,17
30,30,2076-01-01,18
30,30,2076-01-01,19
30,30,2076-01-01,20
30,30,2076-01-01,21
30,30,2076-01-01,22
30,30,2076-01-01,23
30,30,2076-01-01,24
30,30,2076-01-01,25
30,30,2076-01-01,26
30,30,2076-01-01,27
30,30,2076-01-01,28
30,30,2076-01-01,29
30,30,2076-01-01,30
30,30,2076-01-01,31
30,30,2076-01-01,32
30,30,2076-01-01,33
30,30,2076-01-01,34
30,30,2076-01-01,35
30,30,2076-01-01,36
30,30,2076-01-01,37
30,30,2076-01-01,38
30,30,2076-01-01,39
30,30,2076-01-01,40
30,30,2076-01-01,41
30,30,2076-01-01,42
30,30,2076-01-01,43
30,30,2076-01-01,44
30,30,2076-01-01,45
30,30,2076-01-01,46
30,30,2076-01-01,47
30,30,2076-01-01,48
30,30,2076-01-01,49
30,30,2076-01-01,50
30,30,2076-01-01,51
30,30,2076-01-01,52
30,30,2076-01-01,53
30,30,2076-01-01,54
30,30,2076-01-01,55
30,30,2076-01-01,56
30,30,2076-01-01,57
30,30,2076-01-01,58
30,30,2076-01-01,59
30,30,2076-01-01,60
30,30,2076-01-01,61
30,30,2076-01-01,62
30,30,2076-01-01,63
30,30,2076-01-01,64
30,30,2076-01-01,65
30,30,2076-01-01,66
30,30,2076-01-01,67
30,30,2076-01-01,68
30,30,2076-01-01,69
30,30,2076-01-01,70
30,30,2076-01-01,71
30,30,2076-01-01,72
30,30,2076-01-01,73
30,30,2076-01-01,74
30,30,2076-01-01,75
30,30,2076-01-01,76
30,30,2076-01-01,77
30,30,2076-01-01,78
30,30,2076-01-01,79
30,30,2076-01-01,80
30,30,2076-01-01,81
30,30,2076-01-01,82
30,30,2076-01-01,83
30,30,2076-01-01,84
30,30,2076-01-01,85
30,30,2076-01-01,86
30,30,2076-01-01,87
30,30,2076-01-01,88
30,30,2076-01-01,89
30,30,2076-01-01,90
30,30,2076-01-01,91
30,30,2076-01-01,92
30,30,2076-01-01,93
30,30,2076-01-01,94
30,30,2076-01-01,95
30,30,2076-01-01,96
30,30,2076-01-01,97
30,30,2076-01-01,98
30,30,2076-01-01,99
30,30,2076-01-01,100
30,30,2076-01-01,101
30,30,2076-01-01,102
30,30,2076-01-01,103
30,30,2076-01-01,104
30,30,2076-01-01,105
30,30,2076-01-01,106
30,30,2076-01-01,107
30,30,2076-01-01,108
30,30,2076-01-01,109
30,30,2076-01-01,110
30,30,2076-01-01,111
30,30,2076-01-01,112
30,30,2076-01-01,113
30,30,2076-01-01,114
30,30,2076-01-01,115
30,30,2076-01-01,116
30,30,2076-01-01,117
30,30,2076-01-01,118
30,30,2076-01-01,119
30,30,2076-01-01,120
30,30,2076-01-01,121
30,30,2076-01-01,122
30,30,2076-01-01,123
30,30,2076-01-01,124
30,30,2076-01-01,125
30,30,2076-01-01,126
30,30,2076-01-01,127
30,30,2076-01-01,128
30,30,2076-01-01,129
30,30,2076-01-01,130
30,30,2076-01-01,131
30,30,2076-01-01,132
30,30,2076-01-01,133
30,30,2076-01-01,134
30,30,2076-01-01,135
30,30,2076-01-01,136
30,30,2076-01-01,137
30,30,2076-01-01,138
30,30,2076-01-01,139
30,30,2076-01-01,140
30,30,2076-01-01,141
30,30,2076-01-01,142
30,30,2076-01-01,143
30,30,2076-01-01,144
30,30,2076-01-01,145
30,30,2076-01-01,146
30,30,2076-01-01,147
30,30,2076-01-01,148
30,30,2076-01-01,149
30,30,2076-01-01,150
30,30,2076-01-01,151
30,30,2076-01-01,152
30,30,2076-01-01,153
30,30,2076-01-01,154
30,30,2076-01-01,155
30,30,2076-01-01,156
30,30,2076-01-01,157
30,30,2076-01-01,158
30,30,2076-01-01,159
30,30,2076-01-01,160
30,30,2076-01-01,161
30,30,2076-01-01,162
30,30,2076-01-01,163
30,30,2076-01-01,164
30,30,2076-01-01,165
30,30,2076-01-01,166
30,30,2076-01-01,167
30,30,2076-01-01,168
30,30,2076-01-01,169
30,30,2076-01-01,170
30,30,2076-01-01,171
30,30,2076-01-01,172
30,30,2076-01-01,173
30,30,2076-01-01,174
29,29,2076-01-01,1
29,29,2076-01-01,2
29,29,2076-01-01,3
29,29,2076-01-01,4
29,29,2076-01-01,5
29,29,2076-01-01,6
29,29,2076-01-01,7
29,29,2076-01-01,8
29,29,2076-01-01,9
29,29,2076-01-01,10
29,29,2076-01-01,11
29,29,2076-01-01,12
29,29,2076-01-01,13
29,29,2076-01-01,14
29,29,2076-01-01,15
29,29,2076-01-01,16
29,29,2076-01-01,17
29,29,2076-01-01,18
29,29,2076-01-01,19
29,29,2076-01-01,20
29,29,2076-01-01,21
29,29,2076-01-01,22
29,29,2076-01-01,23
29,29,2076-01-01,24
29,29,2076-01-01,25
29,29,2076-01-01,26
29,29,2076-01-01,27
29,29,2076-01-01,28
29,29,2076-01-01,29
29,29,2076-01-01,30
29,29,2076-01-01,31
29,29,2076-01-01,32
29,29,2076-01-01,33
29,29,2076-01-01,34
29,29,2076-01-01,35
29,29,2076-01-01,36
29,29,2076-01-01,37
29,29,2076-01-01,38
29,29,2076-01-01,39
29,29,2076-01-01,40
29,29,2076-01-01,41
29,29,2076-01-01,42
29,29,2076-01-01,43
29,29,2076-01-01,44
29,29,2076-01-01,45
29,29,2076-01-01,46
29,29,2076-01-01,47
29,29,2076-01-01,48
29,29,2076-01-01,49
29,29,2076-01-01,50
29,29,2076-01-01,51
29,29,2076-01-01,52
28,28,2076-01-01,1
28,28,2076-01-01,2
28,28,2076-01-01,3
28,28,2076-01-01,4
28,28,2076-01-01,5
28,28,2076-01-01,6
28,28,2076-01-01,7
28,28,2076-01-01,8
28,28,2076-01-01,9
28,28,2076-01-01,10
28,28,2076-01-01,11
28,28,2076-01-01,12
28,28,2076-01-01,13
28,28,2076-01-01,14
28,28,2076-01-01,15
28,28,2076-01-01,16
28,28,2076-01-01,17
28,28,2076-01-01,18
28,28,2076-01-01,19
28,28,2076-01-01,20
28,28,2076-01-01,21
28,28,2076-01-01,22
28,28,2076-01-01,23
28,28,2076-01-01,24
28,28,2076-01-01,25
28,28,2076-01-01,26
28,28,2076-01-01,27
28,28,2076-01-01,28
28,28,2076-01-01,29
28,28,2076-01-01,30
28,28,2076-01-01,31
28,28,2076-01-01,32
28,28,2076-01-01,33
28,28,2076-01-01,34
28,28,2076-01-01,35
28,28,2076-01-01,36
28,28,2076-01-01,37
28,28,2076-01-01,38
28,28,2076-01-01,39
28,28,2076-01-01,40
28,28,2076-01-01,41
28,28,2076-01-01,42
28,28,2076-01-01,43
28,28,2076-01-01,44
28,28,2076-01-01,45
28,28,2076-01-01,46
